function_id,function_name,source_file,loc,has_for_loop,has_while_loop,has_nested_loops,num_loops,has_list_comp,has_dict_comp,has_generator,has_numpy,has_pandas,has_torch,has_tensorflow,has_sklearn,has_string_ops,num_function_calls,num_arithmetic_ops,cyclomatic_complexity,category,source_code
huggingface__transformers__src__transformers__dynamic_module_utils.py__get_class_from_dynamic_module,get_class_from_dynamic_module,huggingface/transformers:src/transformers/dynamic_module_utils.py,108,False,False,False,0,False,False,False,False,False,False,False,False,True,4,1,3,ml,"def get_class_from_dynamic_module(
    class_reference: str,
    pretrained_model_name_or_path: str | os.PathLike,
    cache_dir: str | os.PathLike | None = None,
    force_download: bool = False,
    proxies: dict[str, str] | None = None,
    token: bool | str | None = None,
    revision: str | None = None,
    local_files_only: bool = False,
    repo_type: str | None = None,
    code_revision: str | None = None,
    **kwargs,
) -> type:
    """"""
    Extracts a class from a module file, present in the local folder or repository of a model.

    <Tip warning={true}>

    Calling this function will execute the code in the module file found locally or downloaded from the Hub. It should
    therefore only be called on trusted repos.

    </Tip>



    Args:
        class_reference (`str`):
            The full name of the class to load, including its module and optionally its repo.
        pretrained_model_name_or_path (`str` or `os.PathLike`):
            This can be either:

            - a string, the *model id* of a pretrained model configuration hosted inside a model repo on
              huggingface.co.
            - a path to a *directory* containing a configuration file saved using the
              [`~PreTrainedTokenizer.save_pretrained`] method, e.g., `./my_model_directory/`.

            This is used when `class_reference` does not specify another repo.
        module_file (`str`):
            The name of the module file containing the class to look for.
        class_name (`str`):
            The name of the class to import in the module.
        cache_dir (`str` or `os.PathLike`, *optional*):
            Path to a directory in which a downloaded pretrained model configuration should be cached if the standard
            cache should not be used.
        force_download (`bool`, *optional*, defaults to `False`):
            Whether or not to force to (re-)download the configuration files and override the cached versions if they
            exist.
        proxies (`dict[str, str]`, *optional*):
            A dictionary of proxy servers to use by protocol or endpoint, e.g., `{'http': 'foo.bar:3128',
            'http://hostname': 'foo.bar:4012'}.` The proxies are used on each request.
        token (`str` or `bool`, *optional*):
            The token to use as HTTP bearer authorization for remote files. If `True`, will use the token generated
            when running `hf auth login` (stored in `~/.huggingface`).
        revision (`str`, *optional*, defaults to `""main""`):
            The specific model version to use. It can be a branch name, a tag name, or a commit id, since we use a
            git-based system for storing models and other artifacts on huggingface.co, so `revision` can be any
            identifier allowed by git.
        local_files_only (`bool`, *optional*, defaults to `False`):
            If `True`, will only try to load the tokenizer configuration from local files.
        repo_type (`str`, *optional*):
            Specify the repo type (useful when downloading from a space for instance).
        code_revision (`str`, *optional*, defaults to `""main""`):
            The specific revision to use for the code on the Hub, if the code leaves in a different repository than the
            rest of the model. It can be a branch name, a tag name, or a commit id, since we use a git-based system for
            storing models and other artifacts on huggingface.co, so `revision` can be any identifier allowed by git.

    <Tip>

    Passing `token=True` is required when you want to use a private model.

    </Tip>

    Returns:
        `typing.Type`: The class, dynamically imported from the module.

    Examples:

    ```python
    # Download module `modeling.py` from huggingface.co and cache then extract the class `MyBertModel` from this
    # module.
    cls = get_class_from_dynamic_module(""modeling.MyBertModel"", ""sgugger/my-bert-model"")

    # Download module `modeling.py` from a given repo and cache then extract the class `MyBertModel` from this
    # module.
    cls = get_class_from_dynamic_module(""sgugger/my-bert-model--modeling.MyBertModel"", ""sgugger/another-bert-model"")
    ```""""""
    # Catch the name of the repo if it's specified in `class_reference`
    if ""--"" in class_reference:
        repo_id, class_reference = class_reference.split(""--"")
    else:
        repo_id = pretrained_model_name_or_path
    module_file, class_name = class_reference.split(""."")

    if code_revision is None and pretrained_model_name_or_path == repo_id:
        code_revision = revision
    # And lastly we get the class inside our newly created module
    final_module = get_cached_module_file(
        repo_id,
        module_file + "".py"",
        cache_dir=cache_dir,
        force_download=force_download,
        proxies=proxies,
        token=token,
        revision=code_revision,
        local_files_only=local_files_only,
        repo_type=repo_type,
    )
    return get_class_in_module(class_name, final_module, force_reload=force_download)"
huggingface__transformers__src__transformers__dynamic_module_utils.py__custom_object_save,custom_object_save,huggingface/transformers:src/transformers/dynamic_module_utils.py,74,True,False,False,2,False,False,False,False,False,False,False,False,True,21,2,11,ml,"def custom_object_save(obj: Any, folder: str | os.PathLike, config: dict | None = None) -> list[str]:
    """"""
    Save the modeling files corresponding to a custom model/configuration/tokenizer etc. in a given folder. Optionally
    adds the proper fields in a config.

    Args:
        obj (`Any`): The object for which to save the module files.
        folder (`str` or `os.PathLike`): The folder where to save.
        config (`PreTrainedConfig` or dictionary, `optional`):
            A config in which to register the auto_map corresponding to this custom object.

    Returns:
        `list[str]`: The list of files saved.
    """"""
    if obj.__module__ == ""__main__"":
        logger.warning(
            f""We can't save the code defining {obj} in {folder} as it's been defined in __main__. You should put ""
            ""this code in a separate module so we can include it in the saved folder and make it easier to share via ""
            ""the Hub.""
        )
        return

    def _set_auto_map_in_config(_config):
        module_name = obj.__class__.__module__
        last_module = module_name.split(""."")[-1]
        full_name = f""{last_module}.{obj.__class__.__name__}""
        # Special handling for tokenizers
        if ""Tokenizer"" in full_name:
            slow_tokenizer_class = None
            fast_tokenizer_class = None
            if obj.__class__.__name__.endswith(""Fast""):
                # Fast tokenizer: we have the fast tokenizer class and we may have the slow one has an attribute.
                fast_tokenizer_class = f""{last_module}.{obj.__class__.__name__}""
                if getattr(obj, ""slow_tokenizer_class"", None) is not None:
                    slow_tokenizer = getattr(obj, ""slow_tokenizer_class"")
                    slow_tok_module_name = slow_tokenizer.__module__
                    last_slow_tok_module = slow_tok_module_name.split(""."")[-1]
                    slow_tokenizer_class = f""{last_slow_tok_module}.{slow_tokenizer.__name__}""
            else:
                # Slow tokenizer: no way to have the fast class
                slow_tokenizer_class = f""{last_module}.{obj.__class__.__name__}""

            full_name = (slow_tokenizer_class, fast_tokenizer_class)

        if isinstance(_config, dict):
            auto_map = _config.get(""auto_map"", {})
            auto_map[obj._auto_class] = full_name
            _config[""auto_map""] = auto_map
        elif getattr(_config, ""auto_map"", None) is not None:
            _config.auto_map[obj._auto_class] = full_name
        else:
            _config.auto_map = {obj._auto_class: full_name}

    # Add object class to the config auto_map
    if isinstance(config, (list, tuple)):
        for cfg in config:
            _set_auto_map_in_config(cfg)
    elif config is not None:
        _set_auto_map_in_config(config)

    result = []
    # Copy module file to the output folder.
    object_file = sys.modules[obj.__module__].__file__
    dest_file = Path(folder) / (Path(object_file).name)
    shutil.copy(object_file, dest_file)
    result.append(dest_file)

    # Gather all relative imports recursively and make sure they are copied as well.
    for needed_file in get_relative_import_files(object_file):
        dest_file = Path(folder) / (Path(needed_file).name)
        shutil.copy(needed_file, dest_file)
        result.append(dest_file)

    return result"
huggingface__transformers__src__transformers__dynamic_module_utils.py__resolve_trust_remote_code,resolve_trust_remote_code,huggingface/transformers:src/transformers/dynamic_module_utils.py,83,False,True,False,1,False,False,False,False,False,False,False,False,True,13,0,14,ml,"def resolve_trust_remote_code(
    trust_remote_code, model_name, has_local_code, has_remote_code, error_message=None, upstream_repo=None
):
    """"""
    Resolves the `trust_remote_code` argument. If there is remote code to be loaded, the user must opt-in to loading
    it.

    Args:
        trust_remote_code (`bool` or `None`):
            User-defined `trust_remote_code` value.
        model_name (`str`):
            The name of the model repository in huggingface.co.
        has_local_code (`bool`):
            Whether the model has local code.
        has_remote_code (`bool`):
            Whether the model has remote code.
        error_message (`str`, *optional*):
            Custom error message to display if there is remote code to load and the user didn't opt-in. If unset, the error
            message will be regarding loading a model with custom code.

    Returns:
        The resolved `trust_remote_code` value.
    """"""
    if error_message is None:
        if upstream_repo is not None:
            error_message = (
                f""The repository {model_name} references custom code contained in {upstream_repo} which ""
                f""must be executed to correctly load the model. You can inspect the repository ""
                f""content at https://hf.co/{upstream_repo} .\n""
            )
        elif os.path.isdir(model_name):
            error_message = (
                f""The repository {model_name} contains custom code which must be executed ""
                f""to correctly load the model. You can inspect the repository ""
                f""content at {os.path.abspath(model_name)} .\n""
            )
        else:
            error_message = (
                f""The repository {model_name} contains custom code which must be executed ""
                f""to correctly load the model. You can inspect the repository ""
                f""content at https://hf.co/{model_name} .\n""
            )

    if trust_remote_code is None:
        if has_local_code:
            trust_remote_code = False
        elif has_remote_code and TIME_OUT_REMOTE_CODE > 0:
            prev_sig_handler = None
            try:
                prev_sig_handler = signal.signal(signal.SIGALRM, _raise_timeout_error)
                signal.alarm(TIME_OUT_REMOTE_CODE)
                while trust_remote_code is None:
                    answer = input(
                        f""{error_message} You can inspect the repository content at https://hf.co/{model_name}.\n""
                        f""You can avoid this prompt in future by passing the argument `trust_remote_code=True`.\n\n""
                        f""Do you wish to run the custom code? [y/N] ""
                    )
                    if answer.lower() in [""yes"", ""y"", ""1""]:
                        trust_remote_code = True
                    elif answer.lower() in [""no"", ""n"", ""0"", """"]:
                        trust_remote_code = False
                signal.alarm(0)
            except Exception:
                # OS which does not support signal.SIGALRM
                raise ValueError(
                    f""{error_message} You can inspect the repository content at https://hf.co/{model_name}.\n""
                    f""Please pass the argument `trust_remote_code=True` to allow custom code to be run.""
                )
            finally:
                if prev_sig_handler is not None:
                    signal.signal(signal.SIGALRM, prev_sig_handler)
                    signal.alarm(0)
        elif has_remote_code:
            # For the CI which puts the timeout at 0
            _raise_timeout_error(None, None)

    if has_remote_code and not has_local_code and not trust_remote_code:
        raise ValueError(
            f""{error_message} You can inspect the repository content at https://hf.co/{model_name}.\n""
            f""Please pass the argument `trust_remote_code=True` to allow custom code to be run.""
        )

    return trust_remote_code"
huggingface__transformers__src__transformers__dynamic_module_utils.py__check_python_requirements,check_python_requirements,huggingface/transformers:src/transformers/dynamic_module_utils.py,54,True,False,False,1,False,False,False,False,False,False,False,False,True,15,1,10,ml,"def check_python_requirements(path_or_repo_id, requirements_file=""requirements.txt"", **kwargs):
    """"""
    Tries to locate `requirements_file` in a local folder or repo, and confirms that the environment has all the
    python dependencies installed.

    Args:
        path_or_repo_id (`str` or `os.PathLike`):
            This can be either:
            - a string, the *model id* of a model repo on huggingface.co.
            - a path to a *directory* potentially containing the file.
        kwargs (`dict[str, Any]`, *optional*):
            Additional arguments to pass to `cached_file`.
    """"""
    failed = []  # error messages regarding requirements
    try:
        requirements = cached_file(path_or_repo_id=path_or_repo_id, filename=requirements_file, **kwargs)
        with open(requirements, ""r"") as f:
            requirements = f.readlines()

        for requirement in requirements:
            requirement = requirement.strip()
            if not requirement or requirement.startswith(""#""):  # skip empty lines and comments
                continue

            try:
                # e.g. ""torch>2.6.0"" -> ""torch"", "">"", ""2.6.0""
                package_name, delimiter, version_number = split_package_version(requirement)
            except ValueError:  # e.g. ""torch"", as opposed to ""torch>2.6.0""
                package_name = requirement
                delimiter, version_number = None, None

            try:
                local_package_version = importlib.metadata.version(package_name)
            except importlib.metadata.PackageNotFoundError:
                failed.append(f""{requirement} (installed: None)"")
                continue

            if delimiter is not None and version_number is not None:
                is_satisfied = VersionComparison.from_string(delimiter).value(
                    version.parse(local_package_version), version.parse(version_number)
                )
            else:
                is_satisfied = True

            if not is_satisfied:
                failed.append(f""{requirement} (installed: {local_package_version})"")

    except OSError:  # no requirements.txt
        pass

    if failed:
        raise ImportError(
            f""Missing requirements in your local environment for `{path_or_repo_id}`:\n"" + ""\n"".join(failed)
        )"
huggingface__transformers__src__transformers__generation__continuous_batching__cache.py__group_layers_by_attn_type,group_layers_by_attn_type,huggingface/transformers:src/transformers/generation/continuous_batching/cache.py,31,True,False,True,3,True,False,False,False,False,True,False,False,False,12,2,9,ml,"def group_layers_by_attn_type(config: PreTrainedConfig) -> tuple[list[list[int]], list[str]]:
    """"""
    Group layers depending on the attention mix, according to VLLM's hybrid allocator rules:
        - Layers in each group need to have the same type of attention
        - All groups have the same number of layers

    For a model with the following layer types: [""sliding"", ""full"", ""full"", ""sliding"", ""full"", ""full"", ""full"", ""full""]
    We would get four groups: [0, 3], [1, 2], [4,5] and [6,7].
    """"""
    # If the config has no layer_type attribute, it means all layers are the same attention type
    layer_types = getattr(config, ""layer_types"", None)
    if layer_types is None:
        attn_type = ""sliding_attention"" if getattr(config, ""sliding_window"", None) is not None else ""full_attention""
        layer_types = [attn_type for _ in range(config.num_hidden_layers)]

    # We then count the number of layers of each type
    layer_counts = {}
    for i, layer_type in enumerate(layer_types):
        layer_counts[layer_type] = layer_counts.get(layer_type, []) + [i]

    # The size of all groups is the greatest common divisor of the number of layers of each type
    group_size = gcd(*[len(indices) for indices in layer_counts.values()])

    # We then group the layers by type
    layer_groups = []
    for layer_type, indices in layer_counts.items():
        for i in range(0, len(indices), group_size):
            layer_groups.append(indices[i : i + group_size])
    # And note the layer types
    group_types = [layer_types[lg[0]] for lg in layer_groups]
    return layer_groups, group_types"
huggingface__transformers__src__transformers__generation__continuous_batching__input_ouputs.py__build_attention_mask,build_attention_mask,huggingface/transformers:src/transformers/generation/continuous_batching/input_ouputs.py,82,True,False,False,1,False,False,False,False,False,True,False,False,False,8,11,4,ml,"def build_attention_mask(
    attention_mask: torch.Tensor,
    cumulative_seqlens_q: list[int],
    cumulative_seqlens_k: list[int],
    sliding_window: int = 1,
) -> None:
    """"""Builds an attention mask inplace using the cumulative seqlens of the query and key. If given a sliding window, it
    will also apply a sliding window mask on top. The attention mask is not boolean, it uses zeroes and -inf (or its
    equivalent) so it's more of an attention score bias tensor.
    The attention mask is a block-diagonal matrix, with each block an attention mask for a single query-key pair.
    Each of those block is built from a causal mask and, if there is a sliding window, a sliding window mask.

    An example is represented below, with seqlen_k = 8, seqlen_q = 4 and sliding_window = 6:

    CAUSAL MASK:

           █ █ █ █ █ ░ ░ ░
           █ █ █ █ █ █ ░ ░
           █ █ █ █ █ █ █ ░
           █ █ █ █ █ █ █ █

    SLIDING WINDOW MASK:
         ┌──────────────────────── seqlen_k - seqlen_q - sliding_window = 8 - 4 - 6 = -2 offset to the left
       <─┴─>
     ░ █ | █ █ █ █ █ █ █ █
     ░ ░ | █ █ █ █ █ █ █ █
     ░ ░ | ░ █ █ █ █ █ █ █
     ░ ░ | ░ ░ █ █ █ █ █ █

    ATTENTION MASK (sum of causal and sliding window masks):

           █ █ █ █ █ ░ ░ ░
           █ █ █ █ █ █ ░ ░
           ░ █ █ █ █ █ █ ░
           ░ ░ █ █ █ █ █ █

    Another example with seqlen_k = 5, seqlen_q = 3 and sliding_window = 2:

    CAUSAL MASK:

           █ █ █ ░ ░
           █ █ █ █ ░
           █ █ █ █ █

    SLIDING WINDOW MASK:
         ┌──────────────────────── seqlen_k - seqlen_q - sliding_window = 5 - 3 - 2 = 0 offset to the left
        <┴>
         | ░ █ █ █ █
         | ░ ░ █ █ █
         | ░ ░ ░ █ █

    ATTENTION MASK (sum of causal and sliding window masks):

           ░ █ █ ░ ░
           ░ ░ █ █ ░
           ░ ░ ░ █ █

    """"""
    min_value = torch.finfo(attention_mask.dtype).min
    for i in range(len(cumulative_seqlens_q) - 1):
        seqlen_q = cumulative_seqlens_q[i + 1] - cumulative_seqlens_q[i]
        seqlen_k = cumulative_seqlens_k[i + 1] - cumulative_seqlens_k[i]
        if seqlen_q < seqlen_k and seqlen_q >= 1:
            causal_diagonal = seqlen_k - seqlen_q + 1
        else:
            causal_diagonal = 1
        query_range = slice(cumulative_seqlens_q[i], cumulative_seqlens_q[i + 1])
        key_range = slice(cumulative_seqlens_k[i], cumulative_seqlens_k[i + 1])
        # Apply causal mask
        minus_inf = torch.full(
            attention_mask[..., query_range, key_range].shape,
            min_value,
            dtype=attention_mask.dtype,
            device=attention_mask.device,
        )
        masked = torch.triu(minus_inf, diagonal=causal_diagonal)
        # Apply sliding window mask if needed
        if sliding_window > 1:
            sliding_diagonal = seqlen_k - seqlen_q - sliding_window
            masked += torch.tril(minus_inf, diagonal=sliding_diagonal)
        # Replace in attention mask
        attention_mask[..., query_range, key_range] = masked"
huggingface__transformers__src__transformers__generation__continuous_batching__requests.py__get_device_and_memory_breakdown,get_device_and_memory_breakdown,huggingface/transformers:src/transformers/generation/continuous_batching/requests.py,37,False,False,False,0,False,False,False,False,False,True,False,False,False,25,1,5,ml,"def get_device_and_memory_breakdown() -> tuple[torch.device, int, int, int]:
    if torch.cuda.is_available():
        device = torch.device(""cuda"")
        torch.cuda.empty_cache()
        torch.cuda.synchronize()
        total_memory = torch.cuda.get_device_properties(device).total_memory
        reserved_memory = torch.cuda.memory_reserved(device)
        allocated_memory = torch.cuda.memory_allocated(device)
    elif is_torch_xpu_available():
        device = torch.device(""xpu"")
        torch.xpu.empty_cache()
        torch.xpu.synchronize()
        total_memory = torch.xpu.get_device_properties(device).total_memory
        reserved_memory = torch.xpu.memory_reserved(device)
        allocated_memory = torch.xpu.memory_allocated(device)
    elif torch.backends.mps.is_available() and torch.backends.mps.is_built():
        device = torch.device(""mps"")
        # MPS memory reporting (PyTorch 2.0+)
        total_memory = torch.mps.driver_allocated_memory()
        allocated_memory = total_memory - torch.mps.recommended_max_memory()
        reserved_memory = 0  # MPS does not track reserved separately
    else:
        device = torch.device(""cpu"")
        if is_psutil_available():
            total_memory = psutil.virtual_memory().total
            allocated_memory = psutil.Process().memory_info().rss
            reserved_memory = allocated_memory
        else:
            logger.error(
                ""Cannot get memory breakdown on CPU without psutil: returning 0 for all memory values. Please install ""
                ""psutil to get an actual memory breakdown.""
            )
            total_memory = 0
            reserved_memory = 0
            allocated_memory = 0

    return device, total_memory, reserved_memory, allocated_memory"
huggingface__transformers__src__transformers__hf_argparser.py__string_to_bool,string_to_bool,huggingface/transformers:src/transformers/hf_argparser.py,11,False,False,False,0,False,False,False,False,False,False,False,False,True,4,0,4,other,"def string_to_bool(v):
    if isinstance(v, bool):
        return v
    if v.lower() in (""yes"", ""true"", ""t"", ""y"", ""1""):
        return True
    elif v.lower() in (""no"", ""false"", ""f"", ""n"", ""0""):
        return False
    else:
        raise ArgumentTypeError(
            f""Truthy value expected: got {v} but expected one of yes/no, true/false, t/f, y/n, 1/0 (case insensitive).""
        )"
huggingface__transformers__src__transformers__hf_argparser.py__make_choice_type_function,make_choice_type_function,huggingface/transformers:src/transformers/hf_argparser.py,13,False,False,False,0,False,True,False,False,False,False,False,False,False,2,0,2,other,"def make_choice_type_function(choices: list) -> Callable[[str], Any]:
    """"""
    Creates a mapping function from each choices string representation to the actual value. Used to support multiple
    value types for a single argument.

    Args:
        choices (list): List of choices.

    Returns:
        Callable[[str], Any]: Mapping function from string representation to actual value for each choice.
    """"""
    str_to_choice = {str(choice): choice for choice in choices}
    return lambda arg: str_to_choice.get(arg, arg)"
huggingface__transformers__src__transformers__hf_argparser.py__HfArg,HfArg,huggingface/transformers:src/transformers/hf_argparser.py,45,False,False,False,0,False,False,False,False,False,False,False,False,False,1,0,4,other,"def HfArg(
    *,
    aliases: str | list[str] | None = None,
    help: str | None = None,
    default: Any = dataclasses.MISSING,
    default_factory: Callable[[], Any] = dataclasses.MISSING,
    metadata: dict | None = None,
    **kwargs,
) -> dataclasses.Field:
    """"""Argument helper enabling a concise syntax to create dataclass fields for parsing with `HfArgumentParser`.

    Example comparing the use of `HfArg` and `dataclasses.field`:
    ```
    @dataclass
    class Args:
        regular_arg: str = dataclasses.field(default=""Huggingface"", metadata={""aliases"": [""--example"", ""-e""], ""help"": ""This syntax could be better!""})
        hf_arg: str = HfArg(default=""Huggingface"", aliases=[""--example"", ""-e""], help=""What a nice syntax!"")
    ```

    Args:
        aliases (Union[str, list[str]], optional):
            Single string or list of strings of aliases to pass on to argparse, e.g. `aliases=[""--example"", ""-e""]`.
            Defaults to None.
        help (str, optional): Help string to pass on to argparse that can be displayed with --help. Defaults to None.
        default (Any, optional):
            Default value for the argument. If not default or default_factory is specified, the argument is required.
            Defaults to dataclasses.MISSING.
        default_factory (Callable[[], Any], optional):
            The default_factory is a 0-argument function called to initialize a field's value. It is useful to provide
            default values for mutable types, e.g. lists: `default_factory=list`. Mutually exclusive with `default=`.
            Defaults to dataclasses.MISSING.
        metadata (dict, optional): Further metadata to pass on to `dataclasses.field`. Defaults to None.

    Returns:
        Field: A `dataclasses.Field` with the desired properties.
    """"""
    if metadata is None:
        # Important, don't use as default param in function signature because dict is mutable and shared across function calls
        metadata = {}
    if aliases is not None:
        metadata[""aliases""] = aliases
    if help is not None:
        metadata[""help""] = help

    return dataclasses.field(metadata=metadata, default=default, default_factory=default_factory, **kwargs)"
huggingface__transformers__src__transformers__hyperparameter_search.py__default_hp_search_backend,default_hp_search_backend,huggingface/transformers:src/transformers/hyperparameter_search.py,16,False,False,False,0,True,False,True,False,False,False,False,False,True,10,1,5,other,"def default_hp_search_backend() -> str:
    available_backends = [backend for backend in ALL_HYPERPARAMETER_SEARCH_BACKENDS.values() if backend.is_available()]
    if len(available_backends) > 0:
        name = available_backends[0].name
        if len(available_backends) > 1:
            logger.info(
                f""{len(available_backends)} hyperparameter search backends available. Using {name} as the default.""
            )
        return name
    raise RuntimeError(
        ""No hyperparameter search backend available.\n""
        + ""\n"".join(
            f"" - To install {backend.name} run {backend.pip_install()}""
            for backend in ALL_HYPERPARAMETER_SEARCH_BACKENDS.values()
        )
    )"
huggingface__transformers__src__transformers__image_processing_utils.py__convert_to_size_dict,convert_to_size_dict,huggingface/transformers:src/transformers/image_processing_utils.py,26,False,False,False,0,False,False,False,True,False,False,False,False,True,7,0,9,data_processing,"def convert_to_size_dict(
    size, max_size: int | None = None, default_to_square: bool = True, height_width_order: bool = True
):
    # By default, if size is an int we assume it represents a tuple of (size, size).
    if isinstance(size, int) and default_to_square:
        if max_size is not None:
            raise ValueError(""Cannot specify both size as an int, with default_to_square=True and max_size"")
        return {""height"": size, ""width"": size}
    # In other configs, if size is an int and default_to_square is False, size represents the length of
    # the shortest edge after resizing.
    elif isinstance(size, int) and not default_to_square:
        size_dict = {""shortest_edge"": size}
        if max_size is not None:
            size_dict[""longest_edge""] = max_size
        return size_dict
    # Otherwise, if size is a tuple it's either (height, width) or (width, height)
    elif isinstance(size, (tuple, list)) and height_width_order:
        return {""height"": size[0], ""width"": size[1]}
    elif isinstance(size, (tuple, list)) and not height_width_order:
        return {""height"": size[1], ""width"": size[0]}
    elif size is None and max_size is not None:
        if default_to_square:
            raise ValueError(""Cannot specify both default_to_square=True and max_size"")
        return {""longest_edge"": max_size}

    raise ValueError(f""Could not convert size input to size dict: {size}"")"
huggingface__transformers__src__transformers__image_processing_utils.py__get_size_dict,get_size_dict,huggingface/transformers:src/transformers/image_processing_utils.py,42,False,False,False,0,False,False,False,True,False,False,False,False,True,6,0,3,data_processing,"def get_size_dict(
    size: int | Iterable[int] | dict[str, int] | None = None,
    max_size: int | None = None,
    height_width_order: bool = True,
    default_to_square: bool = True,
    param_name=""size"",
) -> dict:
    """"""
    Converts the old size parameter in the config into the new dict expected in the config. This is to ensure backwards
    compatibility with the old image processor configs and removes ambiguity over whether the tuple is in (height,
    width) or (width, height) format.

    - If `size` is tuple, it is converted to `{""height"": size[0], ""width"": size[1]}` or `{""height"": size[1], ""width"":
    size[0]}` if `height_width_order` is `False`.
    - If `size` is an int, and `default_to_square` is `True`, it is converted to `{""height"": size, ""width"": size}`.
    - If `size` is an int and `default_to_square` is False, it is converted to `{""shortest_edge"": size}`. If `max_size`
      is set, it is added to the dict as `{""longest_edge"": max_size}`.

    Args:
        size (`Union[int, Iterable[int], dict[str, int]]`, *optional*):
            The `size` parameter to be cast into a size dictionary.
        max_size (`Optional[int]`, *optional*):
            The `max_size` parameter to be cast into a size dictionary.
        height_width_order (`bool`, *optional*, defaults to `True`):
            If `size` is a tuple, whether it's in (height, width) or (width, height) order.
        default_to_square (`bool`, *optional*, defaults to `True`):
            If `size` is an int, whether to default to a square image or not.
    """"""
    if not isinstance(size, dict):
        size_dict = convert_to_size_dict(size, max_size, default_to_square, height_width_order)
        logger.info(
            f""{param_name} should be a dictionary on of the following set of keys: {VALID_SIZE_DICT_KEYS}, got {size}.""
            f"" Converted to {size_dict}."",
        )
    else:
        size_dict = size

    if not is_valid_size_dict(size_dict):
        raise ValueError(
            f""{param_name} must have one of the following set of keys: {VALID_SIZE_DICT_KEYS}, got {size_dict.keys()}""
        )
    return size_dict"
huggingface__transformers__src__transformers__image_processing_utils.py__select_best_resolution,select_best_resolution,huggingface/transformers:src/transformers/image_processing_utils.py,36,True,False,False,1,False,False,False,True,False,False,False,False,False,5,8,3,data_processing,"def select_best_resolution(original_size: tuple, possible_resolutions: list) -> tuple:
    """"""
    Selects the best resolution from a list of possible resolutions based on the original size.

    This is done by calculating the effective and wasted resolution for each possible resolution.

    The best fit resolution is the one that maximizes the effective resolution and minimizes the wasted resolution.

    Args:
        original_size (tuple):
            The original size of the image in the format (height, width).
        possible_resolutions (list):
            A list of possible resolutions in the format [(height1, width1), (height2, width2), ...].

    Returns:
        tuple: The best fit resolution in the format (height, width).
    """"""
    original_height, original_width = original_size
    best_fit = None
    max_effective_resolution = 0
    min_wasted_resolution = float(""inf"")

    for height, width in possible_resolutions:
        scale = min(width / original_width, height / original_height)
        downscaled_width, downscaled_height = int(original_width * scale), int(original_height * scale)
        effective_resolution = min(downscaled_width * downscaled_height, original_width * original_height)
        wasted_resolution = (width * height) - effective_resolution

        if effective_resolution > max_effective_resolution or (
            effective_resolution == max_effective_resolution and wasted_resolution < min_wasted_resolution
        ):
            max_effective_resolution = effective_resolution
            min_wasted_resolution = wasted_resolution
            best_fit = (height, width)

    return best_fit"
huggingface__transformers__src__transformers__image_processing_utils.py__get_patch_output_size,get_patch_output_size,huggingface/transformers:src/transformers/image_processing_utils.py,18,False,False,False,0,False,False,False,True,False,False,False,False,False,5,4,2,data_processing,"def get_patch_output_size(image, target_resolution, input_data_format):
    """"""
    Given an image and a target resolution, calculate the output size of the image after cropping to the target
    """"""
    original_height, original_width = get_image_size(image, channel_dim=input_data_format)
    target_height, target_width = target_resolution

    scale_w = target_width / original_width
    scale_h = target_height / original_height

    if scale_w < scale_h:
        new_width = target_width
        new_height = min(math.ceil(original_height * scale_w), target_height)
    else:
        new_height = target_height
        new_width = min(math.ceil(original_width * scale_h), target_width)

    return new_height, new_width"
huggingface__transformers__src__transformers__image_processing_utils_fast.py__validate_fast_preprocess_arguments,validate_fast_preprocess_arguments,huggingface/transformers:src/transformers/image_processing_utils_fast.py,36,False,False,False,0,False,False,False,True,False,True,False,False,False,4,0,3,ml,"def validate_fast_preprocess_arguments(
    do_rescale: bool | None = None,
    rescale_factor: float | None = None,
    do_normalize: bool | None = None,
    image_mean: float | list[float] | None = None,
    image_std: float | list[float] | None = None,
    do_center_crop: bool | None = None,
    crop_size: SizeDict | None = None,
    do_resize: bool | None = None,
    size: SizeDict | None = None,
    interpolation: Optional[""tvF.InterpolationMode""] = None,
    return_tensors: str | TensorType | None = None,
    data_format: ChannelDimension = ChannelDimension.FIRST,
):
    """"""
    Checks validity of typically used arguments in an `ImageProcessorFast` `preprocess` method.
    Raises `ValueError` if arguments incompatibility is caught.
    """"""
    validate_preprocess_arguments(
        do_rescale=do_rescale,
        rescale_factor=rescale_factor,
        do_normalize=do_normalize,
        image_mean=image_mean,
        image_std=image_std,
        do_center_crop=do_center_crop,
        crop_size=crop_size,
        do_resize=do_resize,
        size=size,
        interpolation=interpolation,
    )
    # Extra checks for ImageProcessorFast
    if return_tensors is not None and return_tensors != ""pt"":
        raise ValueError(""Only returning PyTorch tensors is currently supported."")

    if data_format != ChannelDimension.FIRST:
        raise ValueError(""Only channel first data format is currently supported."")"
huggingface__transformers__src__transformers__image_processing_utils_fast.py__safe_squeeze,safe_squeeze,huggingface/transformers:src/transformers/image_processing_utils_fast.py,11,False,False,False,0,False,False,False,True,False,True,False,False,False,2,0,3,ml,"def safe_squeeze(tensor: ""torch.Tensor"", axis: int | None = None) -> ""torch.Tensor"":
    """"""
    Squeezes a tensor, but only if the axis specified has dim 1.
    """"""
    if axis is None:
        return tensor.squeeze()

    try:
        return tensor.squeeze(axis=axis)
    except ValueError:
        return tensor"
